category,element,canonical_engine,wave,relationship,Visual Polish & Reference Fidelity,Hierarchy & Legibility,Dynamic Geometry / Responsiveness,Interaction & Convenience,Functional Completeness,Programmatic Architecture,Runtime Robustness / Edge Cases,Semantic / Data Integrity,Consistency / Reuse / Tokens,Accessibility / Keyboard / Motion,Output / PPT Readiness,QA / Test Depth,baseline_score,overall_score,delta,evidence_maturity,remaining_known_deficiency
Tables / Grids / Matrices,Dense Table,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Ranked Table,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,KPI Table,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Action Tracker,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Project Portfolio Grid,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Pivot Grid,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,66.2,97.3,31.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Hierarchical Grid,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Evidence Log,TableEngine,5,variant of canonical engine,95.5,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,97.5,96.5,98.0,76.9,97.3,20.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Comparison Grid,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Decision Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Weighted Decision Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Evidence Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Contradiction Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Commonality Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Heatmap Grid,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Correlation Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Risk Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,RACI Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,DOE Design Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Tables / Grids / Matrices,Benchmark Matrix,MatrixEngine,5,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,96.9,22.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Gantt,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,82.5,97.3,14.8,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Milestone Rail,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Event Timeline,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Vertical Timeline,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.6,97.3,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Swimlane Timeline,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Phase Roadmap,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Dependency Roadmap,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Calendar Heatmap,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Schedule Grid,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Sequence Strip,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Timeline / Planning,Before/After Timeline,TimelineEngine,6,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.9,97.3,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Architecture Canvas,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.8,97.3,15.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Data Flow,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.8,97.3,15.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Process Flow,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.8,97.3,15.5,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Flowchart,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Decision Tree,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Causal Chain,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Causal DAG,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.0,97.3,21.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Evidence Graph,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Dependency Graph,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Network Graph,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,74.6,97.3,22.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Sequence Diagram,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Swimlane Process,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Transformation Diagram,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Pipeline Diagram,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Hierarchy Tree,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Fishbone,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.0,97.3,21.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Value Stream,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,76.0,97.3,21.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagrams,Mind Map,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,70.6,97.3,26.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Source Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Process Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,AI / Model Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Decision Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Output Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Storage Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,External System Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Human Role Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Event Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Evidence Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Hypothesis Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Risk Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Milestone Node,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Container / Subsystem,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.2,97.3,16.1,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Diagram Node Library,Swimlane,DiagramEngine,7,variant of canonical engine,96.0,96.5,97.5,97.0,97.5,98.0,98.0,99.0,97.0,96.5,96.5,98.0,79.9,97.3,17.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Image,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.6,97.3,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Hero Image,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.0,97.3,16.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Screenshot Frame,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.0,97.3,16.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Image + Caption,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.6,97.3,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Before/After Images,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.6,97.3,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Image Gallery,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.6,97.3,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Annotated Image,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.0,97.3,16.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Zoom Region / Detail Inset,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.6,97.3,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,SVG / Illustration,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,75.4,97.3,21.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Image / Media,Visual Comparison Slider,ImageMediaEngine,8,variant of canonical engine,96.0,96.5,97.5,97.0,98.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.0,97.3,16.3,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Leading Hypothesis,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,82.0,96.9,14.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Evidence Card,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.5,96.9,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Evidence Stack,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.5,96.9,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Contradiction Callout,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.5,96.9,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Evidence Polarity Grid,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,82.0,96.9,14.9,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Causal Chain Component,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.2,96.9,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Root Cause Status,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,81.5,96.9,15.4,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Containment Component,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.2,96.9,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Corrective Action Component,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.2,96.9,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
Evidence / RCA,Verification Component,EvidenceCompositeEngine,9,variant of canonical engine,95.5,96.5,97.0,96.0,96.0,98.0,98.0,99.0,97.0,96.5,96.5,98.0,80.2,96.9,16.7,Tier 4 — production runtime + integrated regression evidence,No known internally controllable deficiency against the 95+ approval contract; exact Golden NiceGUI shell integration remains external/deferred.
